"Diseases & Risk Factors","Indicator Name","Cancer Type","Year","Country Name","Region","Gender","Area","Numeric","Lower Confidence Limit","Upper Confidence Limit","Comment",
"Diabetes","Obesity, adults aged 18+","","2009","Nepal","South-East Asia Region","Total","","2.6531303","2.345215","2.9872067","",
"Diabetes","Obesity, adults aged 18+","","2009","Nepal","South-East Asia Region","Males","","2.1650964","1.7354606","2.6667327","",
"Diabetes","Obesity, adults aged 18+","","2009","Nepal","South-East Asia Region","Females","","3.1205762","2.7172778","3.5639066","",
"Diabetes","Obesity, adults aged 18+","","2010","Nepal","South-East Asia Region","Total","","2.8780757","2.5664575","3.2201346","",
"Diabetes","Obesity, adults aged 18+","","2010","Nepal","South-East Asia Region","Males","","2.3083813","1.8762762","2.8102331","",
"Diabetes","Obesity, adults aged 18+","","2010","Nepal","South-East Asia Region","Females","","3.4187622","2.9971046","3.8859785","",
"Diabetes","Obesity, adults aged 18+","","2011","Nepal","South-East Asia Region","Total","","3.1188957","2.8015835","3.4628831","",
"Diabetes","Obesity, adults aged 18+","","2011","Nepal","South-East Asia Region","Males","","2.457181","2.0227067","2.956542","",
"Diabetes","Obesity, adults aged 18+","","2011","Nepal","South-East Asia Region","Females","","3.7405357","3.2907933","4.2318445","",
"Diabetes","Obesity, adults aged 18+","","2012","Nepal","South-East Asia Region","Total","","3.3777904","3.0497283","3.7357956","",
"Diabetes","Obesity, adults aged 18+","","2012","Nepal","South-East Asia Region","Males","","2.6134796","2.1776788","3.1140983","",
"Diabetes","Obesity, adults aged 18+","","2012","Nepal","South-East Asia Region","Females","","4.0875275","3.6117405","4.6052959","",
"Diabetes","Obesity, adults aged 18+","","2013","Nepal","South-East Asia Region","Total","","3.6559019","3.309653","4.0364541","",
"Diabetes","Obesity, adults aged 18+","","2013","Nepal","South-East Asia Region","Males","","2.7782565","2.3284869","3.2928728","",
"Diabetes","Obesity, adults aged 18+","","2013","Nepal","South-East Asia Region","Females","","4.4605039","3.9489754","5.0134536","",
"Diabetes","Obesity, adults aged 18+","","2014","Nepal","South-East Asia Region","Total","","3.9538346","3.589768","4.3455198","",
"Diabetes","Obesity, adults aged 18+","","2014","Nepal","South-East Asia Region","Males","","2.9528633","2.4808774","3.476898","",
"Diabetes","Obesity, adults aged 18+","","2014","Nepal","South-East Asia Region","Females","","4.8593011","4.3050118","5.4522414","",
"Diabetes","Obesity, adults aged 18+","","2015","Nepal","South-East Asia Region","Total","","4.2730581","3.8728677","4.7041588","",
"Diabetes","Obesity, adults aged 18+","","2015","Nepal","South-East Asia Region","Males","","3.1400323","2.6486598","3.6826991","",
"Diabetes","Obesity, adults aged 18+","","2015","Nepal","South-East Asia Region","Females","","5.2847493","4.6776228","5.9470586","",
"Diabetes","Obesity, adults aged 18+","","2016","Nepal","South-East Asia Region","Total","","4.6127357","4.1686855","5.1076647","",
"Diabetes","Obesity, adults aged 18+","","2016","Nepal","South-East Asia Region","Males","","3.3406682","2.8041465","3.9380644","",
"Diabetes","Obesity, adults aged 18+","","2016","Nepal","South-East Asia Region","Females","","5.7353109","5.0538115","6.4845376","",
"Diabetes","Obesity, adults aged 18+","","2017","Nepal","South-East Asia Region","Total","","4.9701408","4.4685345","5.5272099","",
"Diabetes","Obesity, adults aged 18+","","2017","Nepal","South-East Asia Region","Males","","3.5530187","2.9499887","4.2266116","",
"Diabetes","Obesity, adults aged 18+","","2017","Nepal","South-East Asia Region","Females","","6.207538","5.421282","7.0512801","",
"Diabetes","Obesity, adults aged 18+","","2018","Nepal","South-East Asia Region","Total","","5.3428523","4.7559835","5.9880979","",
"Diabetes","Obesity, adults aged 18+","","2018","Nepal","South-East Asia Region","Males","","3.7754238","3.0886794","4.5543194","",
"Diabetes","Obesity, adults aged 18+","","2018","Nepal","South-East Asia Region","Females","","6.6978857","5.7896595","7.7024907","",
"Diabetes","Obesity, adults aged 18+","","2019","Nepal","South-East Asia Region","Total","","5.7317641","5.027863","6.500677","",
"Diabetes","Obesity, adults aged 18+","","2019","Nepal","South-East Asia Region","Males","","4.0092252","3.2176357","4.9304169","",
"Diabetes","Obesity, adults aged 18+","","2019","Nepal","South-East Asia Region","Females","","7.2070643","6.1209392","8.385437","",
"Diabetes","Obesity, adults aged 18+","","2020","Nepal","South-East Asia Region","Total","","6.1342239","5.3127978","7.0273347","",
"Diabetes","Obesity, adults aged 18+","","2020","Nepal","South-East Asia Region","Males","","4.2564709","3.3376828","5.3304199","",
"Diabetes","Obesity, adults aged 18+","","2020","Nepal","South-East Asia Region","Females","","7.7377416","6.4801775","9.1292039","",
"Diabetes","Obesity, adults aged 18+","","2021","Nepal","South-East Asia Region","Total","","6.5503709","5.5872135","7.6124415","",
"Diabetes","Obesity, adults aged 18+","","2021","Nepal","South-East Asia Region","Males","","4.518158","3.4474626","5.8071919","",
"Diabetes","Obesity, adults aged 18+","","2021","Nepal","South-East Asia Region","Females","","8.2908548","6.7924991","9.9547297","",
"Diabetes","Obesity, adults aged 18+","","2022","Nepal","South-East Asia Region","Total","","6.989485","5.8578566","8.2387127","",
"Diabetes","Obesity, adults aged 18+","","2022","Nepal","South-East Asia Region","Males","","4.7943171","3.5320148","6.3047349","",
"Diabetes","Obesity, adults aged 18+","","2022","Nepal","South-East Asia Region","Females","","8.8657387","7.1349517","10.825054","",
"Diabetes","Obesity, adolescents aged 10–19","","2000","Nepal","South-East Asia Region","Total","","0.54840189","0.24497714","1.0112897","",
"Diabetes","Obesity, adolescents aged 10–19","","2000","Nepal","South-East Asia Region","Males","","0.44813612","0.10508458","1.1830838","",
"Diabetes","Obesity, adolescents aged 10–19","","2000","Nepal","South-East Asia Region","Females","","0.65277889","0.24725196","1.353405","",
"Diabetes","Obesity, adolescents aged 10–19","","2001","Nepal","South-East Asia Region","Total","","0.58743763","0.27470808","1.0661292","",
"Diabetes","Obesity, adolescents aged 10–19","","2001","Nepal","South-East Asia Region","Males","","0.47722571","0.11895532","1.2304556","",
"Diabetes","Obesity, adolescents aged 10–19","","2001","Nepal","South-East Asia Region","Females","","0.70194611","0.28350067","1.4094569","",
"Diabetes","Obesity, adolescents aged 10–19","","2002","Nepal","South-East Asia Region","Total","","0.62873233","0.30694397","1.1184427","",
"Diabetes","Obesity, adolescents aged 10–19","","2002","Nepal","South-East Asia Region","Males","","0.50724605","0.13570506","1.2624227","",
"Diabetes","Obesity, adolescents aged 10–19","","2002","Nepal","South-East Asia Region","Females","","0.75434572","0.31913419","1.4702629","",
"Diabetes","Obesity, adolescents aged 10–19","","2003","Nepal","South-East Asia Region","Total","","0.67190225","0.3421508","1.1705072","",
"Diabetes","Obesity, adolescents aged 10–19","","2003","Nepal","South-East Asia Region","Males","","0.53742095","0.15356389","1.307715","",
"Diabetes","Obesity, adolescents aged 10–19","","2003","Nepal","South-East Asia Region","Females","","0.80990763","0.35978563","1.5211216","",
"Diabetes","Obesity, adolescents aged 10–19","","2004","Nepal","South-East Asia Region","Total","","0.71562072","0.37780139","1.2212073","",
"Diabetes","Obesity, adolescents aged 10–19","","2004","Nepal","South-East Asia Region","Males","","0.56670322","0.16921074","1.3368565","",
"Diabetes","Obesity, adolescents aged 10–19","","2004","Nepal","South-East Asia Region","Females","","0.86738039","0.40431805","1.5889395","",
"Diabetes","Obesity, adolescents aged 10–19","","2005","Nepal","South-East Asia Region","Total","","0.75842356","0.41109533","1.2695503","",
"Diabetes","Obesity, adolescents aged 10–19","","2005","Nepal","South-East Asia Region","Males","","0.59345029","0.1915197","1.3668708","",
"Diabetes","Obesity, adolescents aged 10–19","","2005","Nepal","South-East Asia Region","Females","","0.92550358","0.44969083","1.6474666","",
"Diabetes","Obesity, adolescents aged 10–19","","2006","Nepal","South-East Asia Region","Total","","0.79932883","0.44591948","1.3107297","",
"Diabetes","Obesity, adolescents aged 10–19","","2006","Nepal","South-East Asia Region","Males","","0.61745048","0.20938811","1.3804642","",
"Diabetes","Obesity, adolescents aged 10–19","","2006","Nepal","South-East Asia Region","Females","","0.98253908","0.49689854","1.7080486","",
"Diabetes","Obesity, adolescents aged 10–19","","2007","Nepal","South-East Asia Region","Total","","0.83843628","0.4800241","1.3344802","",
"Diabetes","Obesity, adolescents aged 10–19","","2007","Nepal","South-East Asia Region","Males","","0.63843615","0.22595997","1.3985218","",
"Diabetes","Obesity, adolescents aged 10–19","","2007","Nepal","South-East Asia Region","Females","","1.039061","0.53829825","1.7885668","",
"Diabetes","Obesity, adolescents aged 10–19","","2008","Nepal","South-East Asia Region","Total","","0.87414468","0.51507298","1.3665495","",
"Diabetes","Obesity, adolescents aged 10–19","","2008","Nepal","South-East Asia Region","Males","","0.65606735","0.23881514","1.408829","",
"Diabetes","Obesity, adolescents aged 10–19","","2008","Nepal","South-East Asia Region","Females","","1.0922398","0.57985708","1.8500403","",
"Diabetes","Obesity, adolescents aged 10–19","","2009","Nepal","South-East Asia Region","Total","","0.90613151","0.54397206","1.39326","",
"Diabetes","Obesity, adolescents aged 10–19","","2009","Nepal","South-East Asia Region","Males","","0.67129843","0.25274488","1.3945545","",
"Diabetes","Obesity, adolescents aged 10–19","","2009","Nepal","South-East Asia Region","Females","","1.1403972","0.61273202","1.8896459","",
"Diabetes","Obesity, adolescents aged 10–19","","2010","Nepal","South-East Asia Region","Total","","0.93563916","0.56926077","1.4350519","",
"Diabetes","Obesity, adolescents aged 10–19","","2010","Nepal","South-East Asia Region","Males","","0.68499399","0.26713011","1.4024376","",
"Diabetes","Obesity, adolescents aged 10–19","","2010","Nepal","South-East Asia Region","Females","","1.1852333","0.65320674","1.9459957","",
"Diabetes","Obesity, adolescents aged 10–19","","2011","Nepal","South-East Asia Region","Total","","0.96396841","0.59280936","1.4681285","",
"Diabetes","Obesity, adolescents aged 10–19","","2011","Nepal","South-East Asia Region","Males","","0.69744359","0.28094708","1.3978139","",
"Diabetes","Obesity, adolescents aged 10–19","","2011","Nepal","South-East Asia Region","Females","","1.2287113","0.67841508","2.0184066","",
"Diabetes","Obesity, adolescents aged 10–19","","2012","Nepal","South-East Asia Region","Total","","0.99287704","0.61147357","1.5094311","",
"Diabetes","Obesity, adolescents aged 10–19","","2012","Nepal","South-East Asia Region","Males","","0.71009141","0.29107649","1.3996331","",
"Diabetes","Obesity, adolescents aged 10–19","","2012","Nepal","South-East Asia Region","Females","","1.2726649","0.70129544","2.0880356","",
"Diabetes","Obesity, adolescents aged 10–19","","2013","Nepal","South-East Asia Region","Total","","1.0227189","0.62938239","1.5530225","",
"Diabetes","Obesity, adolescents aged 10–19","","2013","Nepal","South-East Asia Region","Males","","0.72300793","0.30022147","1.4123611","",
"Diabetes","Obesity, adolescents aged 10–19","","2013","Nepal","South-East Asia Region","Females","","1.3181021","0.72254715","2.1661518","",
"Diabetes","Obesity, adolescents aged 10–19","","2014","Nepal","South-East Asia Region","Total","","1.0529007","0.63868775","1.6140096","",
"Diabetes","Obesity, adolescents aged 10–19","","2014","Nepal","South-East Asia Region","Males","","0.73590311","0.30347416","1.4439943","",
"Diabetes","Obesity, adolescents aged 10–19","","2014","Nepal","South-East Asia Region","Females","","1.3647877","0.73169228","2.2710826","",
"Diabetes","Obesity, adolescents aged 10–19","","2015","Nepal","South-East Asia Region","Total","","1.0828628","0.64211623","1.6879655","",
"Diabetes","Obesity, adolescents aged 10–19","","2015","Nepal","South-East Asia Region","Males","","0.7490776","0.30477536","1.4762694","",
"Diabetes","Obesity, adolescents aged 10–19","","2015","Nepal","South-East Asia Region","Females","","1.4120102","0.73869084","2.3970781","",
"Diabetes","Obesity, adolescents aged 10–19","","2016","Nepal","South-East Asia Region","Total","","1.1133238","0.63814376","1.753429","",
"Diabetes","Obesity, adolescents aged 10–19","","2016","Nepal","South-East Asia Region","Males","","0.76288776","0.29510933","1.5362652","",
"Diabetes","Obesity, adolescents aged 10–19","","2016","Nepal","South-East Asia Region","Females","","1.4612723","0.73170359","2.5164889","",
"Diabetes","Obesity, adolescents aged 10–19","","2017","Nepal","South-East Asia Region","Total","","1.1469233","0.63563641","1.8346483","",
"Diabetes","Obesity, adolescents aged 10–19","","2017","Nepal","South-East Asia Region","Males","","0.77991378","0.28473479","1.6078288","",
"Diabetes","Obesity, adolescents aged 10–19","","2017","Nepal","South-East Asia Region","Females","","1.514492","0.72527025","2.6819987","",
"Diabetes","Obesity, adolescents aged 10–19","","2018","Nepal","South-East Asia Region","Total","","1.1850053","0.62932163","1.9565614","",
"Diabetes","Obesity, adolescents aged 10–19","","2018","Nepal","South-East Asia Region","Males","","0.80143102","0.27069803","1.7358109","",
"Diabetes","Obesity, adolescents aged 10–19","","2018","Nepal","South-East Asia Region","Females","","1.5717091","0.71170018","2.8554177","",
"Diabetes","Obesity, adolescents aged 10–19","","2019","Nepal","South-East Asia Region","Total","","1.2285952","0.61206226","2.0874714","",
"Diabetes","Obesity, adolescents aged 10–19","","2019","Nepal","South-East Asia Region","Males","","0.82798069","0.24810696","1.8872783","",
"Diabetes","Obesity, adolescents aged 10–19","","2019","Nepal","South-East Asia Region","Females","","1.6342495","0.69024879","3.0592756","",
"Diabetes","Obesity, adolescents aged 10–19","","2020","Nepal","South-East Asia Region","Total","","1.2770331","0.60035023","2.2241199","",
"Diabetes","Obesity, adolescents aged 10–19","","2020","Nepal","South-East Asia Region","Males","","0.85955672","0.2276713","2.048224","",
"Diabetes","Obesity, adolescents aged 10–19","","2020","Nepal","South-East Asia Region","Females","","1.7022947","0.65766303","3.3039074","",
"Diabetes","Obesity, adolescents aged 10–19","","2021","Nepal","South-East Asia Region","Total","","1.3313809","0.58036619","2.4107395","",
"Diabetes","Obesity, adolescents aged 10–19","","2021","Nepal","South-East Asia Region","Males","","0.89628976","0.20498654","2.2771318","",
"Diabetes","Obesity, adolescents aged 10–19","","2021","Nepal","South-East Asia Region","Females","","1.7777901","0.62447675","3.5836261","",
"Diabetes","Obesity, adolescents aged 10–19","","2022","Nepal","South-East Asia Region","Total","","1.3958437","0.5616812","2.6244976","",
"Diabetes","Obesity, adolescents aged 10–19","","2022","Nepal","South-East Asia Region","Males","","0.94182314","0.17933259","2.5986919","",
"Diabetes","Obesity, adolescents aged 10–19","","2022","Nepal","South-East Asia Region","Females","","1.8632505","0.59890375","3.9410766","",
"Diabetes","Current tobacco use, adults aged 15+","","2000","Nepal","South-East Asia Region","Total","","64.7","55.6","73.8","",
"Diabetes","Current tobacco use, adults aged 15+","","2000","Nepal","South-East Asia Region","Males","","74.2","61.6","86.8","",
"Diabetes","Current tobacco use, adults aged 15+","","2000","Nepal","South-East Asia Region","Females","","55.2","49.7","60.8","",
"Diabetes","Current tobacco use, adults aged 15+","","2005","Nepal","South-East Asia Region","Total","","54.5","45.1","63.8","",
"Diabetes","Current tobacco use, adults aged 15+","","2005","Nepal","South-East Asia Region","Males","","67.5","56.7","78.3","",
"Diabetes","Current tobacco use, adults aged 15+","","2005","Nepal","South-East Asia Region","Females","","41.5","33.6","49.4","",
"Diabetes","Current tobacco use, adults aged 15+","","2007","Nepal","South-East Asia Region","Total","","49.9","40.8","59","",
"Diabetes","Current tobacco use, adults aged 15+","","2007","Nepal","South-East Asia Region","Males","","64.1","52.9","75.2","",
"Diabetes","Current tobacco use, adults aged 15+","","2007","Nepal","South-East Asia Region","Females","","35.7","28.6","42.8","",
"Diabetes","Current tobacco use, adults aged 15+","","2010","Nepal","South-East Asia Region","Total","","44","36","52","",
"Diabetes","Current tobacco use, adults aged 15+","","2010","Nepal","South-East Asia Region","Males","","59.9","49.7","70.2","",
"Diabetes","Current tobacco use, adults aged 15+","","2010","Nepal","South-East Asia Region","Females","","28.1","22.4","33.9","",
"Diabetes","Current tobacco use, adults aged 15+","","2015","Nepal","South-East Asia Region","Total","","36.3","30.2","42.3","",
"Diabetes","Current tobacco use, adults aged 15+","","2015","Nepal","South-East Asia Region","Males","","53.6","44.7","62.4","",
"Diabetes","Current tobacco use, adults aged 15+","","2015","Nepal","South-East Asia Region","Females","","18.9","15.7","22.2","",
"Diabetes","Current tobacco use, adults aged 15+","","2020","Nepal","South-East Asia Region","Total","","30.3","24","36.5","",
"Diabetes","Current tobacco use, adults aged 15+","","2020","Nepal","South-East Asia Region","Males","","47.8","38.3","57.4","",
"Diabetes","Current tobacco use, adults aged 15+","","2020","Nepal","South-East Asia Region","Females","","12.7","9.8","15.7","",
"Diabetes","Current tobacco use, adults aged 15+","","2021","Nepal","South-East Asia Region","Total","","29.4","23.8","34.9","",
"Diabetes","Current tobacco use, adults aged 15+","","2021","Nepal","South-East Asia Region","Males","","46.8","38.1","55.6","",
"Diabetes","Current tobacco use, adults aged 15+","","2021","Nepal","South-East Asia Region","Females","","11.9","9.6","14.2","",
"Diabetes","Current tobacco use, adults aged 15+","","2022","Nepal","South-East Asia Region","Total","","28.3","22.5","34.1","",
"Diabetes","Current tobacco use, adults aged 15+","","2022","Nepal","South-East Asia Region","Males","","45.7","36.6","54.8","",
"Diabetes","Current tobacco use, adults aged 15+","","2022","Nepal","South-East Asia Region","Females","","10.9","8.5","13.4","",
"Diabetes","Physical inactivity, adults aged 18+","","2000","Nepal","South-East Asia Region","Total","","11.46325","6.7783012","17.479294","",
"Diabetes","Physical inactivity, adults aged 18+","","2000","Nepal","South-East Asia Region","Males","","9.1896076","4.3221116","15.970362","",
"Diabetes","Physical inactivity, adults aged 18+","","2000","Nepal","South-East Asia Region","Females","","13.61928","6.5029993","23.327654","",
"Diabetes","Physical inactivity, adults aged 18+","","2001","Nepal","South-East Asia Region","Total","","11.238417","6.8778334","16.788826","",
"Diabetes","Physical inactivity, adults aged 18+","","2001","Nepal","South-East Asia Region","Males","","9.2189293","4.5322556","15.562259","",
"Diabetes","Physical inactivity, adults aged 18+","","2001","Nepal","South-East Asia Region","Females","","13.140811","6.5313282","22.00705","",
"Diabetes","Physical inactivity, adults aged 18+","","2002","Nepal","South-East Asia Region","Total","","11.021979","6.9317446","16.06521","",
"Diabetes","Physical inactivity, adults aged 18+","","2002","Nepal","South-East Asia Region","Males","","9.2515068","4.7448902","15.194421","",
"Diabetes","Physical inactivity, adults aged 18+","","2002","Nepal","South-East Asia Region","Females","","12.678263","6.5564609","20.794514","",
"Diabetes","Physical inactivity, adults aged 18+","","2003","Nepal","South-East Asia Region","Total","","10.813757","6.9775763","15.503693","",
"Diabetes","Physical inactivity, adults aged 18+","","2003","Nepal","South-East Asia Region","Males","","9.2869816","4.9474082","14.938336","",
"Diabetes","Physical inactivity, adults aged 18+","","2003","Nepal","South-East Asia Region","Females","","12.230494","6.5630064","19.644564","",
"Diabetes","Physical inactivity, adults aged 18+","","2004","Nepal","South-East Asia Region","Total","","10.613303","7.0414491","14.924038","",
"Diabetes","Physical inactivity, adults aged 18+","","2004","Nepal","South-East Asia Region","Males","","9.3241529","5.168395","14.673899","",
"Diabetes","Physical inactivity, adults aged 18+","","2004","Nepal","South-East Asia Region","Females","","11.796906","6.5685668","18.467804","",
"Diabetes","Physical inactivity, adults aged 18+","","2005","Nepal","South-East Asia Region","Total","","10.420341","7.1055813","14.400369","",
"Diabetes","Physical inactivity, adults aged 18+","","2005","Nepal","South-East Asia Region","Males","","9.3625984","5.3798428","14.46504","",
"Diabetes","Physical inactivity, adults aged 18+","","2005","Nepal","South-East Asia Region","Females","","11.377824","6.5901213","17.492025","",
"Diabetes","Physical inactivity, adults aged 18+","","2006","Nepal","South-East Asia Region","Total","","10.23536","7.127996","13.979586","",
"Diabetes","Physical inactivity, adults aged 18+","","2006","Nepal","South-East Asia Region","Males","","9.4026823","5.5657439","14.196128","",
"Diabetes","Physical inactivity, adults aged 18+","","2006","Nepal","South-East Asia Region","Females","","10.974634","6.5607014","16.548307","",
"Diabetes","Physical inactivity, adults aged 18+","","2007","Nepal","South-East Asia Region","Total","","10.058407","7.181654","13.568662","",
"Diabetes","Physical inactivity, adults aged 18+","","2007","Nepal","South-East Asia Region","Males","","9.4440136","5.8010693","13.993759","",
"Diabetes","Physical inactivity, adults aged 18+","","2007","Nepal","South-East Asia Region","Females","","10.588573","6.5051117","15.70126","",
"Diabetes","Physical inactivity, adults aged 18+","","2008","Nepal","South-East Asia Region","Total","","9.8881702","7.182478","13.146894","",
"Diabetes","Physical inactivity, adults aged 18+","","2008","Nepal","South-East Asia Region","Males","","9.4857368","6.0312171","13.822031","",
"Diabetes","Physical inactivity, adults aged 18+","","2008","Nepal","South-East Asia Region","Females","","10.21871","6.3899331","14.891556","",
"Diabetes","Physical inactivity, adults aged 18+","","2009","Nepal","South-East Asia Region","Total","","9.7240667","7.148674","12.826359","",
"Diabetes","Physical inactivity, adults aged 18+","","2009","Nepal","South-East Asia Region","Males","","9.5277023","6.1759863","13.768944","",
"Diabetes","Physical inactivity, adults aged 18+","","2009","Nepal","South-East Asia Region","Females","","9.8642511","6.3096924","14.260904","",
"Diabetes","Physical inactivity, adults aged 18+","","2010","Nepal","South-East Asia Region","Total","","9.5654097","7.1235499","12.518832","",
"Diabetes","Physical inactivity, adults aged 18+","","2010","Nepal","South-East Asia Region","Males","","9.5697918","6.3486485","13.747469","",
"Diabetes","Physical inactivity, adults aged 18+","","2010","Nepal","South-East Asia Region","Females","","9.5241861","6.1932983","13.683699","",
"Diabetes","Physical inactivity, adults aged 18+","","2011","Nepal","South-East Asia Region","Total","","9.41259","7.0237169","12.226247","",
"Diabetes","Physical inactivity, adults aged 18+","","2011","Nepal","South-East Asia Region","Males","","9.6129189","6.429513","13.784649","",
"Diabetes","Physical inactivity, adults aged 18+","","2011","Nepal","South-East Asia Region","Females","","9.1980619","5.9981318","13.118876","",
"Diabetes","Physical inactivity, adults aged 18+","","2012","Nepal","South-East Asia Region","Total","","9.2666655","6.9071331","12.080278","",
"Diabetes","Physical inactivity, adults aged 18+","","2012","Nepal","South-East Asia Region","Males","","9.6596251","6.4483852","13.756514","",
"Diabetes","Physical inactivity, adults aged 18+","","2012","Nepal","South-East Asia Region","Females","","8.8857441","5.7719493","12.713237","",
"Diabetes","Physical inactivity, adults aged 18+","","2013","Nepal","South-East Asia Region","Total","","9.1274519","6.7738466","11.927711","",
"Diabetes","Physical inactivity, adults aged 18+","","2013","Nepal","South-East Asia Region","Males","","9.7108088","6.4402208","13.977927","",
"Diabetes","Physical inactivity, adults aged 18+","","2013","Nepal","South-East Asia Region","Females","","8.5865459","5.5305352","12.465281","",
"Diabetes","Physical inactivity, adults aged 18+","","2014","Nepal","South-East Asia Region","Total","","8.9950733","6.5856738","11.859575","",
"Diabetes","Physical inactivity, adults aged 18+","","2014","Nepal","South-East Asia Region","Males","","9.7676287","6.4137092","14.200907","",
"Diabetes","Physical inactivity, adults aged 18+","","2014","Nepal","South-East Asia Region","Females","","8.2994366","5.1859584","12.204605","",
"Diabetes","Physical inactivity, adults aged 18+","","2015","Nepal","South-East Asia Region","Total","","8.8711443","6.3768258","11.879149","",
"Diabetes","Physical inactivity, adults aged 18+","","2015","Nepal","South-East Asia Region","Males","","9.8325281","6.3049555","14.397444","",
"Diabetes","Physical inactivity, adults aged 18+","","2015","Nepal","South-East Asia Region","Females","","8.0240488","4.8754926","12.031898","",
"Diabetes","Physical inactivity, adults aged 18+","","2016","Nepal","South-East Asia Region","Total","","8.7560682","6.1369624","11.900665","",
"Diabetes","Physical inactivity, adults aged 18+","","2016","Nepal","South-East Asia Region","Males","","9.9055958","6.1608067","14.771141","",
"Diabetes","Physical inactivity, adults aged 18+","","2016","Nepal","South-East Asia Region","Females","","7.7590985","4.5210471","11.954648","",
"Diabetes","Physical inactivity, adults aged 18+","","2017","Nepal","South-East Asia Region","Total","","8.6483221","5.9330354","11.928992","",
"Diabetes","Physical inactivity, adults aged 18+","","2017","Nepal","South-East Asia Region","Males","","9.9842319","6.0093021","15.179674","",
"Diabetes","Physical inactivity, adults aged 18+","","2017","Nepal","South-East Asia Region","Females","","7.5029397","4.1753454","11.952169","",
"Diabetes","Physical inactivity, adults aged 18+","","2018","Nepal","South-East Asia Region","Total","","8.5461702","5.6989584","12.044007","",
"Diabetes","Physical inactivity, adults aged 18+","","2018","Nepal","South-East Asia Region","Males","","10.066348","5.8671055","15.629244","",
"Diabetes","Physical inactivity, adults aged 18+","","2018","Nepal","South-East Asia Region","Females","","7.2543755","3.8521163","11.955624","",
"Diabetes","Physical inactivity, adults aged 18+","","2019","Nepal","South-East Asia Region","Total","","8.4505081","5.4909806","12.13213","",
"Diabetes","Physical inactivity, adults aged 18+","","2019","Nepal","South-East Asia Region","Males","","10.152924","5.7083702","16.062082","",
"Diabetes","Physical inactivity, adults aged 18+","","2019","Nepal","South-East Asia Region","Females","","7.0138774","3.5372355","11.892477","",
"Diabetes","Physical inactivity, adults aged 18+","","2020","Nepal","South-East Asia Region","Total","","8.3678169","5.2682323","12.29326","",
"Diabetes","Physical inactivity, adults aged 18+","","2020","Nepal","South-East Asia Region","Males","","10.245381","5.5440526","16.510386","",
"Diabetes","Physical inactivity, adults aged 18+","","2020","Nepal","South-East Asia Region","Females","","6.7823186","3.2279027","11.940207","",
"Diabetes","Physical inactivity, adults aged 18+","","2021","Nepal","South-East Asia Region","Total","","8.2990828","5.0526967","12.48506","",
"Diabetes","Physical inactivity, adults aged 18+","","2021","Nepal","South-East Asia Region","Males","","10.344032","5.3143373","17.151251","",
"Diabetes","Physical inactivity, adults aged 18+","","2021","Nepal","South-East Asia Region","Females","","6.5598273","2.9406846","12.026246","",
"Diabetes","Physical inactivity, adults aged 18+","","2022","Nepal","South-East Asia Region","Total","","8.2337427","4.8565226","12.676653","",
"Diabetes","Physical inactivity, adults aged 18+","","2022","Nepal","South-East Asia Region","Males","","10.44835","5.1469116","17.739437","",
"Diabetes","Physical inactivity, adults aged 18+","","2022","Nepal","South-East Asia Region","Females","","6.3460498","2.697094","12.111298","",
"Obesity/unhealthy diet","Total NCD deaths","","2000","Nepal","South-East Asia Region","Total","","58604.86","31176.76","100747.9","",
"Obesity/unhealthy diet","Total NCD deaths","","2000","Nepal","South-East Asia Region","Males","","25823.24","13980.8","44396.89","",
"Obesity/unhealthy diet","Total NCD deaths","","2000","Nepal","South-East Asia Region","Females","","32781.62","17195.95","56351.02","",
"Obesity/unhealthy diet","Total NCD deaths","","2001","Nepal","South-East Asia Region","Total","","59537.3","31937.63","101707.5","",
"Obesity/unhealthy diet","Total NCD deaths","","2001","Nepal","South-East Asia Region","Males","","26448.76","14399.76","45301.23","",
"Obesity/unhealthy diet","Total NCD deaths","","2001","Nepal","South-East Asia Region","Females","","33088.54","17537.86","56406.24","",
"Obesity/unhealthy diet","Total NCD deaths","","2002","Nepal","South-East Asia Region","Total","","61319.55","33027.28","104614.7","",
"Obesity/unhealthy diet","Total NCD deaths","","2002","Nepal","South-East Asia Region","Males","","27414.5","14924.12","46990.95","",
"Obesity/unhealthy diet","Total NCD deaths","","2002","Nepal","South-East Asia Region","Females","","33905.05","18103.16","57623.76","",
"Obesity/unhealthy diet","Total NCD deaths","","2003","Nepal","South-East Asia Region","Total","","63606.89","34606.23","107766.8","",
"Obesity/unhealthy diet","Total NCD deaths","","2003","Nepal","South-East Asia Region","Males","","28981.17","15931.91","49342.87","",
"Obesity/unhealthy diet","Total NCD deaths","","2003","Nepal","South-East Asia Region","Females","","34625.72","18674.33","58423.9","",
"Obesity/unhealthy diet","Total NCD deaths","","2004","Nepal","South-East Asia Region","Total","","65380.59","35901.91","109923.4","",
"Obesity/unhealthy diet","Total NCD deaths","","2004","Nepal","South-East Asia Region","Males","","30511.53","16921.01","51501.07","",
"Obesity/unhealthy diet","Total NCD deaths","","2004","Nepal","South-East Asia Region","Females","","34869.06","18980.91","58422.33","",
"Obesity/unhealthy diet","Total NCD deaths","","2005","Nepal","South-East Asia Region","Total","","69418.55","38366.11","116215.1","",
"Obesity/unhealthy diet","Total NCD deaths","","2005","Nepal","South-East Asia Region","Males","","33143.25","18493.94","55584.8","",
